,url,property_name,city,rent_updated,n_bed,n_bath,sq_ft_updated,walkscore,allow_pet,minimum_lease,onsite_parking,pool,fitness_center,elevator,kitchen_features,security_system,washer_dryer,internet,air_conditioning,furnished
7659,https://www.apartments.com/the-park-winona-los-angeles-ca/79lrgky/,The Park Winona,Los Angeles,1850.0,1,1.0,686.0,84.0,1,12,1,0,0,1,2,1,0,0,0,0
7660,https://www.apartments.com/the-park-winona-los-angeles-ca/79lrgky/,The Park Winona,Los Angeles,2495.0,2,2.0,890.0,84.0,1,12,1,0,0,1,2,1,0,0,0,0
7661,https://www.apartments.com/ava-nob-hill-san-francisco-ca/m231fch/,AVA Nob Hill,San Francisco,1759.0,0,1.0,441.0,99.0,1,2,1,0,1,1,2,1,0,1,1,0
7662,https://www.apartments.com/ava-nob-hill-san-francisco-ca/m231fch/,AVA Nob Hill,San Francisco,2265.0,1,1.0,590.0,99.0,1,2,1,0,1,1,2,1,0,1,1,0
7663,https://www.apartments.com/ava-nob-hill-san-francisco-ca/m231fch/,AVA Nob Hill,San Francisco,2285.0,1,1.0,614.0,99.0,1,2,1,0,1,1,2,1,0,1,1,0
7664,https://www.apartments.com/ava-nob-hill-san-francisco-ca/m231fch/,AVA Nob Hill,San Francisco,3610.0,2,2.0,929.0,99.0,1,2,1,0,1,1,2,1,0,1,1,0
7665,https://www.apartments.com/bridgewood-north-fresno-ca/8f3f0l2/,Bridgewood North,Fresno,900.0,1,1.0,636.0,29.0,1,12,1,1,0,0,5,1,1,1,1,0
7666,https://www.apartments.com/bridgewood-north-fresno-ca/8f3f0l2/,Bridgewood North,Fresno,1000.0,2,1.0,850.0,29.0,1,12,1,1,0,0,5,1,1,1,1,0
7667,https://www.apartments.com/bridgewood-north-fresno-ca/8f3f0l2/,Bridgewood North,Fresno,1055.0,2,1.5,956.0,29.0,1,12,1,1,0,0,5,1,1,1,1,0
7668,https://www.apartments.com/bridgewood-north-fresno-ca/8f3f0l2/,Bridgewood North,Fresno,1350.0,3,2.0,1200.0,29.0,1,12,1,1,0,0,5,1,1,1,1,0
7669,https://www.apartments.com/ashbrier-and-sandalwood-fresno-ca/931ct85/,Ashbrier and Sandalwood,Fresno,1000.0,2,1.0,730.0,61.0,1,12,1,1,0,0,6,1,0,1,1,0
7670,https://www.apartments.com/legacy-hills-at-poway-poway-ca/m9ggd1j/,Legacy Hills at Poway,Poway,1350.0,0,1.0,390.0,23.0,1,9,1,0,1,1,3,1,0,1,0,0
7671,https://www.apartments.com/legacy-hills-at-poway-poway-ca/m9ggd1j/,Legacy Hills at Poway,Poway,1720.0,1,1.0,650.0,23.0,1,9,1,0,1,1,3,1,0,1,0,0
